item_id,a,b,c,category,subcategory,tags,question,alternatives,correct,source,active,notes
SYN-2PL-001,0.7883,-1.9572,0.0,D1,,,,,,SYN,1,
SYN-2PL-002,1.0748,-0.0283,0.0,D2,,,,,,SYN,1,
SYN-2PL-003,0.5661,0.9472,0.0,D3,,,,,,SYN,1,
SYN-2PL-004,1.52,-0.3567,0.0,D4,,,,,,SYN,1,
SYN-2PL-005,1.2111,1.3965,0.0,D1,,,,,,SYN,1,
SYN-2PL-006,0.9161,0.1979,0.0,D2,,,,,,SYN,1,
SYN-2PL-007,0.9107,-0.0364,0.0,D3,,,,,,SYN,1,
SYN-2PL-008,1.0954,0.5173,0.0,D4,,,,,,SYN,1,
SYN-2PL-009,0.9228,0.4874,0.0,D1,,,,,,SYN,1,
SYN-2PL-010,0.9345,1.1478,0.0,D2,,,,,,SYN,1,
SYN-2PL-011,1.2411,-0.802,0.0,D3,,,,,,SYN,1,
SYN-2PL-012,1.167,-2.288,0.0,D4,,,,,,SYN,1,
SYN-2PL-013,0.9809,0.1147,0.0,D1,,,,,,SYN,1,
SYN-2PL-014,0.9747,-0.6117,0.0,D2,,,,,,SYN,1,
SYN-2PL-015,1.0495,-0.0272,0.0,D3,,,,,,SYN,1,
SYN-2PL-016,0.8318,1.6643,0.0,D4,,,,,,SYN,1,
SYN-2PL-017,0.8859,-1.1028,0.0,D1,,,,,,SYN,1,
SYN-2PL-018,1.1788,0.7648,0.0,D2,,,,,,SYN,1,
SYN-2PL-019,0.9616,0.9459,0.0,D3,,,,,,SYN,1,
SYN-2PL-020,0.6621,0.4607,0.0,D4,,,,,,SYN,1,
SYN-2PL-021,0.8666,1.1185,0.0,D1,,,,,,SYN,1,
SYN-2PL-022,1.2177,-0.4584,0.0,D2,,,,,,SYN,1,
SYN-2PL-023,0.9327,-0.6815,0.0,D3,,,,,,SYN,1,
SYN-2PL-024,0.9564,1.039,0.0,D4,,,,,,SYN,1,
SYN-2PL-025,1.2123,0.7203,0.0,D1,,,,,,SYN,1,
SYN-2PL-026,1.7287,1.3904,0.0,D2,,,,,,SYN,1,
SYN-2PL-027,0.8074,0.2123,0.0,D3,,,,,,SYN,1,
SYN-2PL-028,1.4985,1.6236,0.0,D4,,,,,,SYN,1,
SYN-2PL-029,0.6914,-0.2821,0.0,D1,,,,,,SYN,1,
SYN-2PL-030,1.0539,-1.0603,0.0,D2,,,,,,SYN,1,
SYN-2PL-031,0.7041,-2.0371,0.0,D3,,,,,,SYN,1,
SYN-2PL-032,1.5,-1.1014,0.0,D4,,,,,,SYN,1,
SYN-2PL-033,1.2843,0.8185,0.0,D1,,,,,,SYN,1,
SYN-2PL-034,1.4068,-1.4649,0.0,D2,,,,,,SYN,1,
SYN-2PL-035,0.7667,-0.4524,0.0,D3,,,,,,SYN,1,
SYN-2PL-036,1.228,2.1066,0.0,D4,,,,,,SYN,1,
SYN-2PL-037,0.8558,0.8468,0.0,D1,,,,,,SYN,1,
SYN-2PL-038,0.8718,1.791,0.0,D2,,,,,,SYN,1,
SYN-2PL-039,1.1641,-0.9916,0.0,D3,,,,,,SYN,1,
SYN-2PL-040,1.3008,-2.46,0.0,D4,,,,,,SYN,1,
SYN-2PL-041,1.0632,1.5164,0.0,D1,,,,,,SYN,1,
SYN-2PL-042,0.8283,-1.4169,0.0,D2,,,,,,SYN,1,
SYN-2PL-043,0.7806,0.0909,0.0,D3,,,,,,SYN,1,
SYN-2PL-044,1.5423,0.2171,0.0,D4,,,,,,SYN,1,
SYN-2PL-045,1.195,-0.9489,0.0,D1,,,,,,SYN,1,
SYN-2PL-046,1.241,1.5526,0.0,D2,,,,,,SYN,1,
SYN-2PL-047,1.9252,1.5493,0.0,D3,,,,,,SYN,1,
SYN-2PL-048,0.7829,0.5514,0.0,D4,,,,,,SYN,1,
SYN-2PL-049,2.1551,-0.0295,0.0,D1,,,,,,SYN,1,
SYN-2PL-050,2.5735,0.1914,0.0,D2,,,,,,SYN,1,
SYN-2PL-051,1.625,-1.0959,0.0,D3,,,,,,SYN,1,
SYN-2PL-052,1.2816,-0.2391,0.0,D4,,,,,,SYN,1,
SYN-2PL-053,0.8194,-0.1049,0.0,D1,,,,,,SYN,1,
SYN-2PL-054,1.3476,-0.8522,0.0,D2,,,,,,SYN,1,
SYN-2PL-055,0.8756,0.8492,0.0,D3,,,,,,SYN,1,
SYN-2PL-056,0.9935,-1.4265,0.0,D4,,,,,,SYN,1,
SYN-2PL-057,0.9166,-0.4534,0.0,D1,,,,,,SYN,1,
SYN-2PL-058,1.0889,-2.2529,0.0,D2,,,,,,SYN,1,
SYN-2PL-059,1.4717,0.4968,0.0,D3,,,,,,SYN,1,
SYN-2PL-060,0.8465,0.7426,0.0,D4,,,,,,SYN,1,
SYN-2PL-061,0.7441,0.6213,0.0,D1,,,,,,SYN,1,
SYN-2PL-062,0.7402,2.9181,0.0,D2,,,,,,SYN,1,
SYN-2PL-063,0.7479,0.9398,0.0,D3,,,,,,SYN,1,
SYN-2PL-064,0.6509,-0.942,0.0,D4,,,,,,SYN,1,
SYN-2PL-065,0.7604,2.6635,0.0,D1,,,,,,SYN,1,
SYN-2PL-066,1.474,-0.9203,0.0,D2,,,,,,SYN,1,
SYN-2PL-067,0.8369,0.7887,0.0,D3,,,,,,SYN,1,
SYN-2PL-068,1.0802,0.7431,0.0,D4,,,,,,SYN,1,
SYN-2PL-069,0.6941,-0.8797,0.0,D1,,,,,,SYN,1,
SYN-2PL-070,1.0522,1.3953,0.0,D2,,,,,,SYN,1,
SYN-2PL-071,0.5932,0.3546,0.0,D3,,,,,,SYN,1,
SYN-2PL-072,0.8109,0.571,0.0,D4,,,,,,SYN,1,
SYN-2PL-073,1.9667,-0.6757,0.0,D1,,,,,,SYN,1,
SYN-2PL-074,0.8395,1.3026,0.0,D2,,,,,,SYN,1,
SYN-2PL-075,1.3993,-0.8609,0.0,D3,,,,,,SYN,1,
SYN-2PL-076,1.1463,-1.7792,0.0,D4,,,,,,SYN,1,
SYN-2PL-077,0.9551,1.4251,0.0,D1,,,,,,SYN,1,
SYN-2PL-078,0.8223,-0.4267,0.0,D2,,,,,,SYN,1,
SYN-2PL-079,1.4712,0.0434,0.0,D3,,,,,,SYN,1,
SYN-2PL-080,0.9482,1.9228,0.0,D4,,,,,,SYN,1,
SYN-2PL-081,1.5813,1.1365,0.0,D1,,,,,,SYN,1,
SYN-2PL-082,0.806,0.6327,0.0,D2,,,,,,SYN,1,
SYN-2PL-083,1.0174,1.0699,0.0,D3,,,,,,SYN,1,
SYN-2PL-084,1.1499,-0.7275,0.0,D4,,,,,,SYN,1,
SYN-2PL-085,1.1185,0.7531,0.0,D1,,,,,,SYN,1,
SYN-2PL-086,0.6906,1.1099,0.0,D2,,,,,,SYN,1,
SYN-2PL-087,0.8194,0.7554,0.0,D3,,,,,,SYN,1,
SYN-2PL-088,0.9429,-0.2041,0.0,D4,,,,,,SYN,1,
SYN-2PL-089,0.7741,-3.7474,0.0,D1,,,,,,SYN,1,
SYN-2PL-090,1.2253,0.5573,0.0,D2,,,,,,SYN,1,
SYN-2PL-091,1.1929,0.1149,0.0,D3,,,,,,SYN,1,
SYN-2PL-092,0.5559,-0.3696,0.0,D4,,,,,,SYN,1,
SYN-2PL-093,0.5818,0.7781,0.0,D1,,,,,,SYN,1,
SYN-2PL-094,0.6808,0.2657,0.0,D2,,,,,,SYN,1,
SYN-2PL-095,1.0358,0.204,0.0,D3,,,,,,SYN,1,
SYN-2PL-096,1.8403,-1.4836,0.0,D4,,,,,,SYN,1,
SYN-2PL-097,0.8916,-1.4593,0.0,D1,,,,,,SYN,1,
