item_id,a,b,c,category,subcategory,tags,question,alternatives,correct,source,active,notes
SYN-3PL-0001,0.7883,-0.2049,0.2324,D1,,,,,,SYN,1,
SYN-3PL-0002,1.0748,1.3114,0.1366,D2,,,,,,SYN,1,
SYN-3PL-0003,0.5661,0.2092,0.3643,D3,,,,,,SYN,1,
SYN-3PL-0004,1.52,0.6036,0.2741,D4,,,,,,SYN,1,
SYN-3PL-0005,1.2111,0.7661,0.0539,D1,,,,,,SYN,1,
SYN-3PL-0006,0.9161,-1.7866,0.107,D2,,,,,,SYN,1,
SYN-3PL-0007,0.9107,3.1038,0.325,D3,,,,,,SYN,1,
SYN-3PL-0008,1.0954,0.6308,0.1031,D4,,,,,,SYN,1,
SYN-3PL-0009,0.9228,1.9579,0.3354,D1,,,,,,SYN,1,
SYN-3PL-0010,0.9345,-0.669,0.359,D2,,,,,,SYN,1,
SYN-3PL-0011,1.2411,-1.5579,0.2251,D3,,,,,,SYN,1,
SYN-3PL-0012,1.167,0.6164,0.338,D4,,,,,,SYN,1,
SYN-3PL-0013,0.9809,-1.5657,0.3261,D1,,,,,,SYN,1,
SYN-3PL-0014,0.9747,-0.6141,0.3216,D2,,,,,,SYN,1,
SYN-3PL-0015,1.0495,-0.0303,0.2184,D3,,,,,,SYN,1,
SYN-3PL-0016,0.8318,-1.2466,0.3093,D4,,,,,,SYN,1,
SYN-3PL-0017,0.8859,0.1167,0.2338,D1,,,,,,SYN,1,
SYN-3PL-0018,1.1788,0.0111,0.2521,D2,,,,,,SYN,1,
SYN-3PL-0019,0.9616,-0.2102,0.1824,D3,,,,,,SYN,1,
SYN-3PL-0020,0.6621,-0.4979,0.2643,D4,,,,,,SYN,1,
SYN-3PL-0021,0.8666,1.3542,0.166,D1,,,,,,SYN,1,
SYN-3PL-0022,1.2177,0.0723,0.2208,D2,,,,,,SYN,1,
SYN-3PL-0023,0.9327,0.2593,0.337,D3,,,,,,SYN,1,
SYN-3PL-0024,0.9564,0.4514,0.147,D4,,,,,,SYN,1,
SYN-3PL-0025,1.2123,-0.6832,0.1663,D1,,,,,,SYN,1,
SYN-3PL-0026,1.7287,-0.2233,0.3054,D2,,,,,,SYN,1,
SYN-3PL-0027,0.8074,2.3172,0.2208,D3,,,,,,SYN,1,
SYN-3PL-0028,1.4985,-0.5974,0.3742,D4,,,,,,SYN,1,
SYN-3PL-0029,0.6914,1.6256,0.2172,D1,,,,,,SYN,1,
SYN-3PL-0030,1.0539,-1.7256,0.088,D2,,,,,,SYN,1,
SYN-3PL-0031,0.7041,0.2417,0.232,D3,,,,,,SYN,1,
SYN-3PL-0032,1.5,-0.4915,0.2943,D4,,,,,,SYN,1,
SYN-3PL-0033,1.2843,0.3008,0.3188,D1,,,,,,SYN,1,
SYN-3PL-0034,1.4068,0.6735,0.1285,D2,,,,,,SYN,1,
SYN-3PL-0035,0.7667,0.5841,0.1668,D3,,,,,,SYN,1,
SYN-3PL-0036,1.228,-0.7386,0.2962,D4,,,,,,SYN,1,
SYN-3PL-0037,0.8558,-1.0228,0.1584,D1,,,,,,SYN,1,
SYN-3PL-0038,0.8718,0.5749,0.2045,D2,,,,,,SYN,1,
SYN-3PL-0039,1.1641,1.2526,0.1879,D3,,,,,,SYN,1,
SYN-3PL-0040,1.3008,0.6394,0.1715,D4,,,,,,SYN,1,
SYN-3PL-0041,1.0632,1.4376,0.16,D1,,,,,,SYN,1,
SYN-3PL-0042,0.8283,-0.6491,0.2385,D2,,,,,,SYN,1,
SYN-3PL-0043,0.7806,-0.8863,0.0924,D3,,,,,,SYN,1,
SYN-3PL-0044,1.5423,-0.3705,0.2622,D4,,,,,,SYN,1,
SYN-3PL-0045,1.195,0.9993,0.2258,D1,,,,,,SYN,1,
SYN-3PL-0046,1.241,-0.3101,0.219,D2,,,,,,SYN,1,
SYN-3PL-0047,1.9252,-1.0596,0.2268,D3,,,,,,SYN,1,
SYN-3PL-0048,0.7829,0.8378,0.1528,D4,,,,,,SYN,1,
SYN-3PL-0049,2.1551,-0.5505,0.4044,D1,,,,,,SYN,1,
SYN-3PL-0050,2.5735,-0.6883,0.2527,D2,,,,,,SYN,1,
SYN-3PL-0051,1.625,-1.2765,0.392,D3,,,,,,SYN,1,
SYN-3PL-0052,1.2816,0.5218,0.3265,D4,,,,,,SYN,1,
SYN-3PL-0053,0.8194,0.1241,0.0421,D1,,,,,,SYN,1,
SYN-3PL-0054,1.3476,0.9566,0.1552,D2,,,,,,SYN,1,
SYN-3PL-0055,0.8756,-0.3531,0.2197,D3,,,,,,SYN,1,
SYN-3PL-0056,0.9935,0.2215,0.273,D4,,,,,,SYN,1,
SYN-3PL-0057,0.9166,1.2006,0.1299,D1,,,,,,SYN,1,
SYN-3PL-0058,1.0889,-0.9051,0.2426,D2,,,,,,SYN,1,
SYN-3PL-0059,1.4717,1.9014,0.1423,D3,,,,,,SYN,1,
SYN-3PL-0060,0.8465,0.21,0.1451,D4,,,,,,SYN,1,
SYN-3PL-0061,0.7441,-0.1385,0.2452,D1,,,,,,SYN,1,
SYN-3PL-0062,0.7402,0.5691,0.1778,D2,,,,,,SYN,1,
SYN-3PL-0063,0.7479,0.302,0.1714,D3,,,,,,SYN,1,
SYN-3PL-0064,0.6509,-0.2835,0.2562,D4,,,,,,SYN,1,
SYN-3PL-0065,0.7604,0.1892,0.2387,D1,,,,,,SYN,1,
SYN-3PL-0066,1.474,0.8057,0.1377,D2,,,,,,SYN,1,
SYN-3PL-0067,0.8369,1.6997,0.2082,D3,,,,,,SYN,1,
SYN-3PL-0068,1.0802,1.222,0.2675,D4,,,,,,SYN,1,
SYN-3PL-0069,0.6941,1.3954,0.3756,D1,,,,,,SYN,1,
SYN-3PL-0070,1.0522,0.8545,0.1469,D2,,,,,,SYN,1,
SYN-3PL-0071,0.5932,0.1525,0.1687,D3,,,,,,SYN,1,
SYN-3PL-0072,0.8109,-0.9214,0.1647,D4,,,,,,SYN,1,
SYN-3PL-0073,1.9667,-0.1599,0.2831,D1,,,,,,SYN,1,
SYN-3PL-0074,0.8395,-0.5826,0.1607,D2,,,,,,SYN,1,
SYN-3PL-0075,1.3993,0.7547,0.1867,D3,,,,,,SYN,1,
SYN-3PL-0076,1.1463,-2.2713,0.1717,D4,,,,,,SYN,1,
SYN-3PL-0077,0.9551,-0.3108,0.2696,D1,,,,,,SYN,1,
SYN-3PL-0078,0.8223,0.5764,0.2594,D2,,,,,,SYN,1,
SYN-3PL-0079,1.4712,0.4154,0.2419,D3,,,,,,SYN,1,
SYN-3PL-0080,0.9482,0.4251,0.263,D4,,,,,,SYN,1,
SYN-3PL-0081,1.5813,0.4075,0.1569,D1,,,,,,SYN,1,
SYN-3PL-0082,0.806,-1.2943,0.148,D2,,,,,,SYN,1,
SYN-3PL-0083,1.0174,1.403,0.4105,D3,,,,,,SYN,1,
SYN-3PL-0084,1.1499,0.9098,0.2208,D4,,,,,,SYN,1,
SYN-3PL-0085,1.1185,1.2935,0.2672,D1,,,,,,SYN,1,
SYN-3PL-0086,0.6906,0.3041,0.256,D2,,,,,,SYN,1,
SYN-3PL-0087,0.8194,-0.2943,0.1417,D3,,,,,,SYN,1,
SYN-3PL-0088,0.9429,0.9218,0.2289,D4,,,,,,SYN,1,
SYN-3PL-0089,0.7741,-0.5395,0.2277,D1,,,,,,SYN,1,
SYN-3PL-0090,1.2253,-1.0061,0.1865,D2,,,,,,SYN,1,
SYN-3PL-0091,1.1929,-1.8189,0.326,D3,,,,,,SYN,1,
SYN-3PL-0092,0.5559,-0.7984,0.182,D4,,,,,,SYN,1,
SYN-3PL-0093,0.5818,-0.1564,0.1146,D1,,,,,,SYN,1,
SYN-3PL-0094,0.6808,-1.4712,0.3397,D2,,,,,,SYN,1,
SYN-3PL-0095,1.0358,-1.6726,0.1387,D3,,,,,,SYN,1,
SYN-3PL-0096,1.8403,-0.5796,0.1785,D4,,,,,,SYN,1,
SYN-3PL-0097,0.8916,1.0116,0.2193,D1,,,,,,SYN,1,
SYN-3PL-0098,1.0781,-0.2988,0.2466,D2,,,,,,SYN,1,
SYN-3PL-0099,0.7269,0.2735,0.296,D3,,,,,,SYN,1,
SYN-3PL-0100,0.7305,-1.0689,0.2464,D4,,,,,,SYN,1,
SYN-3PL-0101,0.5559,0.1469,0.2058,D1,,,,,,SYN,1,
SYN-3PL-0102,0.9915,0.5385,0.1288,D2,,,,,,SYN,1,
