item_id,a,b,c,category,subcategory,tags,question,alternatives,correct,source,active,notes
SYN-2PL-001,0.7883,2.0581,0.0,D1,,,,,,SYN,1,
SYN-2PL-002,1.0748,0.7061,0.0,D2,,,,,,SYN,1,
SYN-2PL-003,0.5661,-1.096,0.0,D3,,,,,,SYN,1,
SYN-2PL-004,1.52,-1.1313,0.0,D4,,,,,,SYN,1,
SYN-2PL-005,1.2111,-0.9527,0.0,D1,,,,,,SYN,1,
SYN-2PL-006,0.9161,0.4894,0.0,D2,,,,,,SYN,1,
SYN-2PL-007,0.9107,1.2654,0.0,D3,,,,,,SYN,1,
SYN-2PL-008,1.0954,-1.9178,0.0,D4,,,,,,SYN,1,
SYN-2PL-009,0.9228,0.6092,0.0,D1,,,,,,SYN,1,
SYN-2PL-010,0.9345,0.9279,0.0,D2,,,,,,SYN,1,
SYN-2PL-011,1.2411,0.316,0.0,D3,,,,,,SYN,1,
SYN-2PL-012,1.167,3.2362,0.0,D4,,,,,,SYN,1,
SYN-2PL-013,0.9809,0.5352,0.0,D1,,,,,,SYN,1,
SYN-2PL-014,0.9747,0.0325,0.0,D2,,,,,,SYN,1,
SYN-2PL-015,1.0495,0.6105,0.0,D3,,,,,,SYN,1,
SYN-2PL-016,0.8318,-0.5442,0.0,D4,,,,,,SYN,1,
SYN-2PL-017,0.8859,-1.0993,0.0,D1,,,,,,SYN,1,
SYN-2PL-018,1.1788,0.4222,0.0,D2,,,,,,SYN,1,
SYN-2PL-019,0.9616,1.1536,0.0,D3,,,,,,SYN,1,
SYN-2PL-020,0.6621,-0.2349,0.0,D4,,,,,,SYN,1,
SYN-2PL-021,0.8666,0.9257,0.0,D1,,,,,,SYN,1,
SYN-2PL-022,1.2177,-0.3758,0.0,D2,,,,,,SYN,1,
SYN-2PL-023,0.9327,1.6314,0.0,D3,,,,,,SYN,1,
SYN-2PL-024,0.9564,0.2148,0.0,D4,,,,,,SYN,1,
SYN-2PL-025,1.2123,0.5343,0.0,D1,,,,,,SYN,1,
SYN-2PL-026,1.7287,0.7662,0.0,D2,,,,,,SYN,1,
SYN-2PL-027,0.8074,-1.3521,0.0,D3,,,,,,SYN,1,
SYN-2PL-028,1.4985,-0.1821,0.0,D4,,,,,,SYN,1,
SYN-2PL-029,0.6914,1.8405,0.0,D1,,,,,,SYN,1,
SYN-2PL-030,1.0539,0.0365,0.0,D2,,,,,,SYN,1,
SYN-2PL-031,0.7041,1.4026,0.0,D3,,,,,,SYN,1,
SYN-2PL-032,1.5,0.8841,0.0,D4,,,,,,SYN,1,
SYN-2PL-033,1.2843,-1.8277,0.0,D1,,,,,,SYN,1,
SYN-2PL-034,1.4068,0.7074,0.0,D2,,,,,,SYN,1,
SYN-2PL-035,0.7667,-1.0883,0.0,D3,,,,,,SYN,1,
SYN-2PL-036,1.228,0.2612,0.0,D4,,,,,,SYN,1,
SYN-2PL-037,0.8558,-0.4156,0.0,D1,,,,,,SYN,1,
SYN-2PL-038,0.8718,0.0218,0.0,D2,,,,,,SYN,1,
SYN-2PL-039,1.1641,-0.0709,0.0,D3,,,,,,SYN,1,
SYN-2PL-040,1.3008,0.2427,0.0,D4,,,,,,SYN,1,
SYN-2PL-041,1.0632,-0.4483,0.0,D1,,,,,,SYN,1,
SYN-2PL-042,0.8283,-1.351,0.0,D2,,,,,,SYN,1,
SYN-2PL-043,0.7806,-1.01,0.0,D3,,,,,,SYN,1,
SYN-2PL-044,1.5423,0.9162,0.0,D4,,,,,,SYN,1,
SYN-2PL-045,1.195,1.7245,0.0,D1,,,,,,SYN,1,
SYN-2PL-046,1.241,0.2326,0.0,D2,,,,,,SYN,1,
SYN-2PL-047,1.9252,0.8423,0.0,D3,,,,,,SYN,1,
SYN-2PL-048,0.7829,0.9769,0.0,D4,,,,,,SYN,1,
SYN-2PL-049,2.1551,-1.3658,0.0,D1,,,,,,SYN,1,
SYN-2PL-050,2.5735,-1.8727,0.0,D2,,,,,,SYN,1,
SYN-2PL-051,1.625,-0.0513,0.0,D3,,,,,,SYN,1,
SYN-2PL-052,1.2816,-1.8923,0.0,D4,,,,,,SYN,1,
SYN-2PL-053,0.8194,-0.2725,0.0,D1,,,,,,SYN,1,
SYN-2PL-054,1.3476,-1.4782,0.0,D2,,,,,,SYN,1,
SYN-2PL-055,0.8756,-0.624,0.0,D3,,,,,,SYN,1,
SYN-2PL-056,0.9935,-0.7512,0.0,D4,,,,,,SYN,1,
SYN-2PL-057,0.9166,0.52,0.0,D1,,,,,,SYN,1,
SYN-2PL-058,1.0889,-0.6472,0.0,D2,,,,,,SYN,1,
SYN-2PL-059,1.4717,-1.1478,0.0,D3,,,,,,SYN,1,
SYN-2PL-060,0.8465,0.0488,0.0,D4,,,,,,SYN,1,
SYN-2PL-061,0.7441,2.9672,0.0,D1,,,,,,SYN,1,
SYN-2PL-062,0.7402,0.4928,0.0,D2,,,,,,SYN,1,
SYN-2PL-063,0.7479,-1.9449,0.0,D3,,,,,,SYN,1,
SYN-2PL-064,0.6509,0.0913,0.0,D4,,,,,,SYN,1,
